invoice_number,rule_triggered,risk_score,explanation,recommended_action,financial_value,risk_tier
INV0004326,New Vendor Fast Payment,6,"Invoice INV0004326 for ₹45,936 was received from vendor VEND0046 only -6 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,45936.29,High
INV0004318,New Vendor Fast Payment,6,"Invoice INV0004318 for ₹77,272 was received from vendor VEND0290 only -103 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,77271.56,High
INV0004316,New Vendor Fast Payment,6,"Invoice INV0004316 for ₹578,103 was received from vendor VEND0246 only -87 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,578103.44,High
INV0004313,New Vendor Fast Payment,6,"Invoice INV0004313 for ₹147,553 was received from vendor VEND0213 only -59 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,147553.05,High
INV0004265,New Vendor Fast Payment,6,"Invoice INV0004265 for ₹991,229 was received from vendor VEND0109 only 5 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,991229.32,High
INV0004262,New Vendor Fast Payment,6,"Invoice INV0004262 for ₹145,902 was received from vendor VEND0113 only -9 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,145902.21,High
INV0004245,New Vendor Fast Payment,6,"Invoice INV0004245 for ₹505,321 was received from vendor VEND0138 only -9 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,505320.73,High
INV0004240,New Vendor Fast Payment,6,"Invoice INV0004240 for ₹836,825 was received from vendor VEND0097 only -8 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,836825.28,High
INV0004197,New Vendor Fast Payment,6,"Invoice INV0004197 for ₹160,050 was received from vendor VEND0038 only -45 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,160050.07,High
INV0004171,New Vendor Fast Payment,6,"Invoice INV0004171 for ₹109,858 was received from vendor VEND0037 only -6 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,109857.96,High
INV0004154,New Vendor Fast Payment,6,"Invoice INV0004154 for ₹61,195 was received from vendor VEND0154 only 6 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,61195.46,High
INV0004153,New Vendor Fast Payment,6,"Invoice INV0004153 for ₹1,467,812 was received from vendor VEND0068 only -16 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1467811.67,High
INV0000224,New Vendor Fast Payment,6,"Invoice INV0000224 for ₹198,010 was received from vendor VEND0005 only -55 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,198009.91,High
INV0000221,New Vendor Fast Payment,6,"Invoice INV0000221 for ₹536,591 was received from vendor VEND0059 only -9 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,536590.57,High
INV0000174,New Vendor Fast Payment,6,"Invoice INV0000174 for ₹57,564 was received from vendor VEND0067 only -88 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,57563.53,High
INV0000160,New Vendor Fast Payment,6,"Invoice INV0000160 for ₹116,949 was received from vendor VEND0084 only -52 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,116948.74,High
INV0000150,New Vendor Fast Payment,6,"Invoice INV0000150 for ₹897,232 was received from vendor VEND0070 only -70 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,897231.84,High
INV0000134,New Vendor Fast Payment,6,"Invoice INV0000134 for ₹176,448 was received from vendor VEND0110 only -32 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,176448.28,High
INV0000125,New Vendor Fast Payment,6,"Invoice INV0000125 for ₹1,712,652 was received from vendor VEND0051 only 5 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1712652.18,High
INV0000113,New Vendor Fast Payment,6,"Invoice INV0000113 for ₹1,311,777 was received from vendor VEND0014 only -15 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1311776.86,High
INV0000106,New Vendor Fast Payment,6,"Invoice INV0000106 for ₹941,531 was received from vendor VEND0070 only -34 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,941531.26,High
INV0000098,New Vendor Fast Payment,6,"Invoice INV0000098 for ₹21,520 was received from vendor VEND0141 only -109 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,21520.38,High
INV0000096,New Vendor Fast Payment,6,"Invoice INV0000096 for ₹414,190 was received from vendor VEND0148 only -18 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,414189.93,High
INV0000084,New Vendor Fast Payment,6,"Invoice INV0000084 for ₹712,025 was received from vendor VEND0272 only -18 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,712025.28,High
INV0000079,New Vendor Fast Payment,6,"Invoice INV0000079 for ₹115,898 was received from vendor VEND0105 only -24 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,115898.03,High
INV0000078,New Vendor Fast Payment,6,"Invoice INV0000078 for ₹193,433 was received from vendor VEND0084 only -19 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,193432.99,High
INV0000067,New Vendor Fast Payment,6,"Invoice INV0000067 for ₹1,788,753 was received from vendor VEND0247 only -35 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1788752.91,High
INV0000043,New Vendor Fast Payment,6,"Invoice INV0000043 for ₹67,009 was received from vendor VEND0067 only -16 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,67008.56,High
INV0000383,New Vendor Fast Payment,6,"Invoice INV0000383 for ₹530,199 was received from vendor VEND0161 only -43 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,530199.44,High
INV0000373,New Vendor Fast Payment,6,"Invoice INV0000373 for ₹15,361 was received from vendor VEND0090 only 1 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,15360.76,High
INV0000368,New Vendor Fast Payment,6,"Invoice INV0000368 for ₹1,245,640 was received from vendor VEND0250 only -59 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1245639.94,High
INV0000353,New Vendor Fast Payment,6,"Invoice INV0000353 for ₹511,952 was received from vendor VEND0226 only -96 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,511952.13,High
INV0000346,New Vendor Fast Payment,6,"Invoice INV0000346 for ₹984,061 was received from vendor VEND0193 only -69 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,984061.06,High
INV0000326,New Vendor Fast Payment,6,"Invoice INV0000326 for ₹306,534 was received from vendor VEND0084 only -16 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,306534.39,High
INV0000324,New Vendor Fast Payment,6,"Invoice INV0000324 for ₹1,180,321 was received from vendor VEND0077 only 3 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1180320.77,High
INV0000308,New Vendor Fast Payment,6,"Invoice INV0000308 for ₹49,848 was received from vendor VEND0199 only -60 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,49847.94,High
INV0000303,New Vendor Fast Payment,6,"Invoice INV0000303 for ₹1,922,281 was received from vendor VEND0266 only -79 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1922280.85,High
INV0000294,New Vendor Fast Payment,6,"Invoice INV0000294 for ₹48,240 was received from vendor VEND0024 only 6 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,48240.32,High
INV0000289,New Vendor Fast Payment,6,"Invoice INV0000289 for ₹37,205 was received from vendor VEND0294 only -51 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,37204.87,High
INV0000286,New Vendor Fast Payment,6,"Invoice INV0000286 for ₹204,527 was received from vendor VEND0013 only -9 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,204526.59,High
INV0000253,New Vendor Fast Payment,6,"Invoice INV0000253 for ₹920,289 was received from vendor VEND0072 only -48 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,920289.21,High
INV0000231,New Vendor Fast Payment,6,"Invoice INV0000231 for ₹118,023 was received from vendor VEND0015 only -62 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,118022.78,High
INV0000229,New Vendor Fast Payment,6,"Invoice INV0000229 for ₹313,780 was received from vendor VEND0118 only -19 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,313780.42,High
INV0000521,New Vendor Fast Payment,6,"Invoice INV0000521 for ₹29,017 was received from vendor VEND0103 only -71 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,29016.8,High
INV0000520,New Vendor Fast Payment,6,"Invoice INV0000520 for ₹449,860 was received from vendor VEND0193 only -4 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,449860.07,High
INV0000513,New Vendor Fast Payment,6,"Invoice INV0000513 for ₹644,661 was received from vendor VEND0161 only -3 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,644661.47,High
INV0000481,New Vendor Fast Payment,6,"Invoice INV0000481 for ₹226,544 was received from vendor VEND0269 only -38 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,226543.89,High
INV0000469,New Vendor Fast Payment,6,"Invoice INV0000469 for ₹149,731 was received from vendor VEND0202 only 5 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,149730.51,High
INV0000465,New Vendor Fast Payment,6,"Invoice INV0000465 for ₹427,949 was received from vendor VEND0093 only -8 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,427948.81,High
INV0000464,New Vendor Fast Payment,6,"Invoice INV0000464 for ₹391,121 was received from vendor VEND0155 only 1 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,391120.6,High
INV0000461,New Vendor Fast Payment,6,"Invoice INV0000461 for ₹2,002,170 was received from vendor VEND0097 only -103 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,2002169.72,High
INV0000460,New Vendor Fast Payment,6,"Invoice INV0000460 for ₹5,116,797 was received from vendor VEND0250 only -10 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,5116797.35,High
INV0000441,New Vendor Fast Payment,6,"Invoice INV0000441 for ₹4,855,264 was received from vendor VEND0153 only -52 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,4855264.06,High
INV0000425,New Vendor Fast Payment,6,"Invoice INV0000425 for ₹118,519 was received from vendor VEND0288 only -89 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,118519.0,High
INV0000421,New Vendor Fast Payment,6,"Invoice INV0000421 for ₹118,778 was received from vendor VEND0122 only -34 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,118777.88,High
INV0000416,New Vendor Fast Payment,6,"Invoice INV0000416 for ₹65,255 was received from vendor VEND0213 only -52 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,65255.26,High
INV0000413,New Vendor Fast Payment,6,"Invoice INV0000413 for ₹72,453 was received from vendor VEND0120 only -24 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,72453.38,High
INV0000404,New Vendor Fast Payment,6,"Invoice INV0000404 for ₹179,107 was received from vendor VEND0098 only -6 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,179106.69,High
INV0000401,New Vendor Fast Payment,6,"Invoice INV0000401 for ₹146,236 was received from vendor VEND0283 only 2 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,146236.42,High
INV0000631,New Vendor Fast Payment,6,"Invoice INV0000631 for ₹1,356,758 was received from vendor VEND0002 only -41 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1356758.22,High
INV0000624,New Vendor Fast Payment,6,"Invoice INV0000624 for ₹567,436 was received from vendor VEND0010 only 7 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,567435.9,High
INV0000619,New Vendor Fast Payment,6,"Invoice INV0000619 for ₹24,476 was received from vendor VEND0287 only -6 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,24475.91,High
INV0000606,New Vendor Fast Payment,6,"Invoice INV0000606 for ₹212,924 was received from vendor VEND0096 only -40 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,212924.46,High
INV0000603,New Vendor Fast Payment,6,"Invoice INV0000603 for ₹212,211 was received from vendor VEND0283 only -17 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,212211.49,High
INV0000597,New Vendor Fast Payment,6,"Invoice INV0000597 for ₹170,615 was received from vendor VEND0265 only -53 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,170614.67,High
INV0000582,New Vendor Fast Payment,6,"Invoice INV0000582 for ₹34,428 was received from vendor VEND0262 only -97 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,34427.62,High
INV0000572,New Vendor Fast Payment,6,"Invoice INV0000572 for ₹1,011,369 was received from vendor VEND0045 only -5 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1011368.56,High
INV0000571,New Vendor Fast Payment,6,"Invoice INV0000571 for ₹164,677 was received from vendor VEND0165 only -22 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,164676.87,High
INV0000569,New Vendor Fast Payment,6,"Invoice INV0000569 for ₹50,326 was received from vendor VEND0192 only -37 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,50325.66,High
INV0000562,New Vendor Fast Payment,6,"Invoice INV0000562 for ₹109,072 was received from vendor VEND0142 only -13 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,109072.35,High
INV0000560,New Vendor Fast Payment,6,"Invoice INV0000560 for ₹64,334 was received from vendor VEND0075 only -61 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,64334.49,High
INV0000559,New Vendor Fast Payment,6,"Invoice INV0000559 for ₹2,931,859 was received from vendor VEND0250 only -41 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,2931858.87,High
INV0000547,New Vendor Fast Payment,6,"Invoice INV0000547 for ₹358,511 was received from vendor VEND0165 only -35 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,358511.41,High
INV0000539,New Vendor Fast Payment,6,"Invoice INV0000539 for ₹213,387 was received from vendor VEND0121 only -7 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,213386.9,High
INV0000524,New Vendor Fast Payment,6,"Invoice INV0000524 for ₹1,020,186 was received from vendor VEND0193 only -112 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1020186.09,High
INV0000891,New Vendor Fast Payment,6,"Invoice INV0000891 for ₹131,265 was received from vendor VEND0067 only -34 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,131265.0,High
INV0000888,New Vendor Fast Payment,6,"Invoice INV0000888 for ₹64,299 was received from vendor VEND0213 only -90 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,64298.54,High
INV0000869,New Vendor Fast Payment,6,"Invoice INV0000869 for ₹250,737 was received from vendor VEND0063 only -66 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,250737.33,High
INV0000799,New Vendor Fast Payment,6,"Invoice INV0000799 for ₹212,621 was received from vendor VEND0029 only -65 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,212621.44,High
INV0000797,New Vendor Fast Payment,6,"Invoice INV0000797 for ₹37,477 was received from vendor VEND0120 only -10 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,37476.79,High
INV0000775,New Vendor Fast Payment,6,"Invoice INV0000775 for ₹152,393 was received from vendor VEND0281 only -6 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,152392.63,High
INV0000760,New Vendor Fast Payment,6,"Invoice INV0000760 for ₹1,610,214 was received from vendor VEND0083 only -26 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1610214.13,High
INV0000754,New Vendor Fast Payment,6,"Invoice INV0000754 for ₹341,515 was received from vendor VEND0096 only -57 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,341515.36,High
INV0000753,New Vendor Fast Payment,6,"Invoice INV0000753 for ₹197,929 was received from vendor VEND0280 only -43 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,197929.19,High
INV0000716,New Vendor Fast Payment,6,"Invoice INV0000716 for ₹1,233,971 was received from vendor VEND0002 only -74 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1233970.81,High
